"id","title","year","description","director","type_id","rating","imagepath","imagename"
"169","Project X","2012-03-02 00:00:00","Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",,"0","6.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6357586b524c6d7a4b665975747657654a586165646e6f474b64462e6a7067.jpg"
"170","Inkheart","2008-12-17 00:00:00","An adventure of a father and his young daughter, searching for a long lost book that will help reunite a missing, close relative, this fantasy takes a darker side whenever we hear Mo 'Silvertongue' Folchart reading out aloud from books.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f337949564d77504472574c655a38664a35484c6247576e437a39662e6a7067.jpg"
"171","Hot Tub Time Machine","2010-03-26 00:00:00","A malfunctioning time machine at a ski resort takes a man back to 1986 with his two friends and nephew, where they must relive a fateful night and not change anything to make sure the nephew is born.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f374f6c315667516c3139584149494233386e5a4c4e4135385a73582e6a7067.jpg"
"172","The Girl Who Played with Fire","2009-09-18 00:00:00","Mikael Blomkvist, publisher of Millennium magazine, has made his living exposing the crooked and corrupt practices of establishment Swedish figures. So when a young journalist approaches him with a meticulously researched thesis about sex trafficking in Sweden and those in high office who abuse underage girls, Blomkvist immediately throws himself into the investigation.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f71485270553264394e5742305744756c77674677673661394a524b2e6a7067.jpg"
"173","Snow White and the Huntsman","2012-06-01 00:00:00","After the Evil Queen marries the King, she performs a violent coup in which the King is murdered and his daughter, Snow White, is taken captive. Almost a decade later, a grown Snow White is still in the clutches of the Queen. In order to obtain immortality, The Evil Queen needs the heart of Snow White. After Snow escapes the castle, the Queen sends the Huntsman to find her in the Dark Forest.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3430696162634d374b514c4a7a6d4f3879476d3841765562785a522e6a7067.jpg"
"174","Tango & Cash","1989-12-22 00:00:00","Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6f5557747467744b714b354831566f4747373232574870523066712e6a7067.jpg"
"175","Cloudy with a Chance of Meatballs","2009-09-16 00:00:00","Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3735515630724e6d365148704d6e704947725a4b306576303872482e6a7067.jpg"
"176","Safe","2012-04-16 00:00:00","After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f656f69717144486f68424344774657514f76637a55654e6f69784b2e6a7067.jpg"
"177","Men in Black","1997-07-03 00:00:00","Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f66323455564b7133556951574c71475764716a776b7a6742386a382e6a7067.jpg"
"178","27 Dresses","2008-01-10 00:00:00","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",,"0","5.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f617573494763344d6d3765484352617149313937456d57577637512e6a7067.jpg"
"179","The Best Exotic Marigold Hotel","2012-02-23 00:00:00","British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f71743545766378797469525144366c6e427172326a30474b3061352e6a7067.jpg"
"180","Scary Movie 3","2003-10-20 00:00:00","In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f61344d6a58495449434f7639534f3059774978465057556e6f44502e6a7067.jpg"
"181","Immortals","2011-11-11 00:00:00","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",,"0","5.5","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f336f4d337871426566423970795a6e485a35426b6b72763739377a2e6a7067.jpg"
"182","The Cold Light of Day","2012-09-06 00:00:00","A young American (Cavill) uncovers a conspiracy during his attempt to save his family, who were kidnapped while on vacation in Spain.",,"0","5.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7a586870684e4b533536565162564a58716b334f4d726a744e4e632e6a7067.jpg"
"183","Star Trek Into Darkness","2013-05-16 00:00:00","When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",,"0","7.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f784e3375654c4b79453575523849726851507678485838674967452e6a7067.jpg"
"184","Quartet","2012-09-08 00:00:00","The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto, starring Maggie Smith, Tom Courtenay, Billy Connolly and Pauline Collins as four retired opera singers.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f76744344414e703733366b425237555536364369526436746350612e6a7067.jpg"
"185","Green Zone","2010-03-11 00:00:00","During the U.S.-led occupation of Baghdad in 2003, Chief Warrant Officer Roy Miller and his team of Army inspectors were dispatched to find weapons of mass destruction believed to be stockpiled in the Iraqi desert. Rocketing from one booby-trapped and treacherous site to the next, the men search for deadly chemical agents but stumble instead upon an elaborate cover-up that threatens to invert the purpose of their mission.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f346374736f3644395464626852483674426a4668574236537342452e6a7067.jpg"
"186","The Fast and the Furious","2001-06-17 00:00:00","Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f336375637945754c4f4f6a6a4a386e656d356661637354457936382e6a7067.jpg"
"187","2 Fast 2 Furious","2003-06-02 00:00:00","It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down.",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3343724e5055756c504762734a4948325a6e4c596f6d474956726b2e6a7067.jpg"
"188","The Fast and the Furious: Tokyo Drift","2006-06-03 00:00:00","In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f377a637374696138714476784c684151443830754c416c43734c392e6a7067.jpg"
"189","Die Hard: With a Vengeance","1995-05-18 00:00:00","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f69767058476373505a676c7959724e36355448575344374a4d33712e6a7067.jpg"
"190","Mission: Impossible III","2006-05-04 00:00:00","Super-spy Ethan Hunt has retired from active duty to train new IMF agents. But he is called back into action to confront the toughest villain he's ever faced - Owen Davian, an international weapons and information provider with no remorse and no conscience. Hunt assembles his team, his old friend Luther Strickell, transportation expert Declan, background operative Zhen, and fresh recruit Lindsey..",,"0","5.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7573586f54325443576b7935686c69704f465136347142324b694e2e6a7067.jpg"
